notation,prefLabel,altLabel,definition,broader,related,source,closeMatch,relatedMatch,seeAlso,broadMatch,narrower
DD9C25,pflanzliche Fasern@de|plant fibres@en,Pflanzenfasern@de,"Natürliche Fasern, die aus pflanzlichem Material gewonnen und für verschiedene Anwendungen, wie Textilien, Seilen, Körben, Schnüren oder Matten, verwendet wurden.",F3G8D1,,"DIN EN ISO 6938 |Antoinette Rast-Eicher, Fibres. Microscopy of archaeological textiles and furs (Budapest 2016) S. 73 - 126.",,,,,
BC685F,Flachs@de,,"natürliche Stengelfaser, die aus der Leinpflanze (Linum usitatissimum) durch verschiedene Bearbeitungsschritte gewonnen wird.",DD9C25,,DIN EN ISO 6938| CIETA Vocabularies - Vokabular der Textiltechniken,,,,,
GB5A92,Leinen@de,,Materialbezeichnung für Garn- und Stoffprodukte bestehend aus Flachsfasern.,BC685F,,CIETA Vocabularies - Vokabular der Textiltechniken,,,,,
A2159C,Bast@de,Rindenbast@de,"natürliche, lange Fasern pflanzlicher Herkunft, die auf Rinden, Stengeln, Blättern oder Fruchtschalen gewonnen werden.",DD9C25,,CIETA Vocabularies - Vokabular der Textiltechniken,,,,,
A5G856,Baumwolle@de|cotton@en,Baumwollfaser@de,"natürliche, einzellige Fasern aus den Samen der Baumwollpflanze (Gossypium)",DD9C25,,DIN EN ISO 6938| CIETA Vocabularies - Vokabular der Textiltechniken,"http://vocab.getty.edu/aat/300183670|https://cameo.mfa.org/wiki/Cotton",,,,
C3AF5A,Hanf@de|hemp@en,,"natürliche Stengelfaser, gewonnen aus dem Bast der Hanfpflanze (Cannabis sativa) durch verschiedene Bearbeitungsschritte",DD9C25,,DIN EN ISO 6938| CIETA Vocabularies - Vokabular der Textiltechniken,,,,,
G8533D,Kapok@de,,aus den Samenhülsen des Kapokbaumes bestehende natürliche Fasern,DD9C25,,DIN EN ISO 6938,,,,,
AG4634,Jute@de,,"natürliche Stengelfaser, die aus den Pflanzen der Corchorusarten (Corchorus capsularis und Corchorus olitorius)  gewonnen wird.",DD9C25,,DIN EN ISO 6938| CIETA Vocabularies - Vokabular der Textiltechniken,,,,,
GFDB57,Stroh@de|straw@en,,"getrocknete Halme pflanzlicher Fasern, die für eine Vielzahl unterschiedlicher Zwecke verwendet werden, z.B. zum Weben, Flechten oder als Magerungsmittel für Ton",DD9C25,,,,,,,
D53ADA,Papyrus@de,,,DD9C25,,,,,,,
C2FCA7,Rinde@de|bark@en,,"natürliches Material, welches als äußerste Schicht die holzigen Teile von Bäumen bedeckt.",F3G8D1,,,,,,,
A9A858,Holz@de,,"natürliches Material, nachwachsender Rohstoff; die Hauptbestandteile von Holz sind Cellulose, Hemicellulose und Lignin, während des Wachstums werden Extraktstoffe und Mineralien in den Zellen eingelagert. Holz ist aufgrund seiner Festigkeit, Vielseitigkeit und Verfügbarkeit ein wichtiger Rohstoff für Bau-, Möbel- und Kunsthandwerksanwendungen.",F3G8D1,,"DIN EN 844:2020-01, Rund- und Schnittholz - Terminologie; Dreisprachige Fassung EN 844:2019, Deutsches Institut für Normung.| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989)., S. 103/104",,,,,
C47769,rezentes Holz@de,,"Holz, das frisch geschlagen oder abgelagert ist, jedoch im Vergleich zu archäologischem Holz noch keinen nennenswerten Abbauprozessen ausgesetzt war",A9A858,,,,,,,
C947B5,archäologisches Holz@de|wet-wood@en,Nassholz@de,"Holz aus archäologischem Kontext. Damit sich Holz während der Bodenlagerung erhält, sind wassergesättigte und sauerstoffarme Bodenbedingungen nötig. Während Holz als organisches Material unter normalen Bedingungen in relativ kurzer Zeit verrottet, indem die chemischen Bestandteile von Mikroorganismen wie Pilzen und Bakterien sowie tierischen Schädlingen angegriffen und zersetzt werden, wird die Holzsubstanz unter sauerstofffreien oder zumindest sauerstoffreduzierten Bedingungen nur von anaeroben Bakterien zersetzt. Bei den Zersetzungsprozessen werden Cellulose und Hemicellulose nach und nach abgebaut, während das Ligningerüst oftmals weitestgehend erhalten bleibt. Die geschädigten und geschwächten Zellen werden durch Wasser ausgefüllt und sorgt dafür, dass die ursprüngliche Form des Holzartefakt erhalten bleibt.",A9A858,,KUR Database - https://www1.rgzm.de/kur/,,,,,
DFG875,[Holzart]@de,,"Stützwort zur Thesaurus-Strukturierung, das die nachfolgenden Begriffe als Arten von Holz klassifiziert",A9A858,,,,,,,
FC3FD6,Nadelholz@de,,"Von Bäumen der botanischen Gruppe der Gymnospermen (Nadelbäume) gewonnenes Holz. Eine einzige Art von Zellen, die Tracheiden, übernimmt sowohl die Stabilitäts- als auch die Wassertransportfunktion, was dem Nadelholz einen relativ einfachen und regelmäßigen Zellaufbau verleiht. Dank ihrer Anpassung an kurze Vegetationsperioden können Nadelbäume auch in Regionen mit langen, kalten Wintern oder in großen Höhen überleben, wo Laubbäume nicht mehr wachsen.",DFG875,,"https://www.duden.de/rechtschreibung/Nadelholz| Rudi Wagenführ, HOLZatlas (München 2000), S.8.| DIN EN 844:2020-01, Rund- und Schnittholz - Terminologie; Dreisprachige Fassung EN 844:2019, Deutsches Institut für Normung.",,,,,
G356D5,Eibenholz@de|yew@en,Taxus baccata@de,"Holz der Eibe. Eibenholz zeigte eine gelb bis gold-braune Färbung, oft mit rötlich- violettem Schimmer und eine feine, gleichmäßige Maserung. Charakteristisch sind seine hohe Elastizität, Härte sowie Dichte, wobei es noch gut drechsel- und schnitzbare ist.",FC3FD6,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 145/146","https://cameo.mfa.org/wiki/Yew|http://vocab.getty.edu/aat/300012774",,https://www.wsl.ch/land/products/dendro/species.php?code=TABA,,
G2944B,Fichtenholz@de,Picea abies@de,"Holz von der Fichte, einem der häufigsten Nadelbäume in Europa. Fichtenholz zeichnet sich durch sein helles, gelblich- bis rötlichweißes und relativ weiches Holz mit feiner Struktur aus. Es lässt sich mit verschiedenen Werkzeugen und Techniken gut bearbeiten, zeigt jedoch eine geringe Dauerhaftigkeit, da es pilz- und insektenanfällig und nicht witterungsfest ist.",FC3FD6,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 177/178.",,,,,
A73FD7,Kiefernholz@de,Pinus silvestris@de,"Holz von der Kiefer, einem in Europa weit verbreiteten Nadelbaum. Das Holz zeichnet sich durch eine gelblich bis rötlichweiße Färbung aus, die im Laufe der Zeit bis rötlich-braun nachdunkelt, sowie eine kräftige und dekorative Maserung. Kiefernholz ist sehr harzreich und verströmt beim Bearbeiten einen typischen, aromatischen Duft. Es lässt sich mit den gängigen Holzwerkzeugen gut bearbeiten und wird daher für vielerlei Verwendungen (u.A. für Möbel, Türen, Fenster, Fußböden und als Funierholz) genutzt.",FC3FD6,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 213/214.",,,,,
F5GA47,Lärchenholz@de,Larix decidua@de,"Holz von der Lärche, mit gelblichweißer bis rötlichweißer Färbung des Splintholzes und rötlichbraun bis dunkelrotbraun nachdunkelndem Kernholz. Die Textur des Holzes zeigt eine auffallende und sehr dekorative Maßerung sowie eine dichte und feste Struktur. Lärchenholz besitzt eine hohe Widerstandsfähigkeit gegenüber Witterungseinflüssen und eine gute manuelle und maschinelle Verarbeitbarkeit, was es besonders für die Verwendung im Außenbereich als Fensterrahmen, Türen aber auch für den Brückenbau oder für Schwellen, Fässer und Paneelen geeignet macht.",FC3FD6,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 231/232.",,,,,
FCA7DA,Tannenholz@de,Abies alba@de,"Holz aus der Tanne, mit heller, oft weißlich-gelber bis rötlichweißer Färbung und grauem Schimmer. Es besitzt eine relativ gleichmäßige Textug und zeigt eine dezente, weniger markante Maserung im Vergleich zu anderen Hölzern. Das Holz ist verhältnismäßig leicht, harzarm und zeichnet sich durch eine moderate Festigkeit sowie eine mäßige Widerstandsfähigkeit gegenüber Witterungseinflüssen aus. Es eignet sich gut für die Verarbeitung mit Hand- und Maschinenwerkzeugen. Aufgrund dieser Eigenschaften wird es hauptsächlich für den Innenbau, für Möbel, Holzverkleidungen oder Behältnisse verwendet.",FC3FD6,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 381/382.",,,,,
B7DD6B,Laubholz@de,,"Von Bäumen der botanischen Gruppe der Dikotyledonen (Laubbäume) gewonnenes Holz, mit artspezifischen Ausprägungen des Zellbaues aus Gefäßen, Libriformfasern, Tracheiden und Parenchymzellen.",DFG875,,"https://www.duden.de/rechtschreibung/Laubholz| Rudi Wagenführ, HOLZatlas (München 2000)., S.9.| DIN EN 844:2020-01, Rund- und Schnittholz - Terminologie; Dreisprachige Fassung EN 844:2019, Deutsches Institut für Normung.",,,,,
D39191,ringporiges Laubholz@de,,"Laubholz, das große Tracheen/Gefäße im Frühholz und deutlich kleinere im Spätholz ausbildet. Im Querschnitt von ringporigem Laubholz sind deutlich ringförmige Strukturen sichtbar",B7DD6B,,,,,,,
FG3BCD,Eichenholz@de|oak@en,Quercus species@de,"Holz aus Eichenbäumen. Das Holz der verschiedenen Eichenbäumen ist im allgemeinen als starkes und strapazierfähiges Holz zu beschreiben, welches eine üblicherweise hellbraune bis gelblich-braun/rötliche Färbung aufweist. Die Maserung verläuft häufig in markanten, wellenförmigen/gespiegelten Formen. Die mechanische Bearbeitbarkeit hängt im Detail von der jeweiligen Eichenart ab, ist insgesamt jedoch als gut zu beschreiben.",D39191,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 149 - 155","https://cameo.mfa.org/wiki/Oak|http://vocab.getty.edu/aat/300012264",,https://www.wsl.ch/land/products/dendro/species.php?code=QUPE|https://www.wsl.ch/land/products/dendro/species.php?code=QUPU|https://www.wsl.ch/land/products/dendro/species.php?code=QURO,,
DBG8AD,Eschenholz@de,Fraxinus excelsior@de,"Holz der Esche. Das Holz zeigt eine gelblich-weiße bis rötliche Färbung auf, die im Laufe der Zeit hellbraun nachdunkeln kann. Zum Teil zeigen sich auch unregelmäßig gestreifte oder wolkige Färbungen, mit nicht immer deutlichen Splint- und Kernholzgrenzen. Es ist ein relativ weiches Holz, mit jedoch guter Festigkeit und Biegsamkeit, welches sich sowohl manuell als auch maschinell gut bearbeiten lässt",D39191,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 165/166",,,,,
G2C131,Ulmenholz@de,Ulmus campestris@de,"Holz der Ulme. Ulmenholz zeichnet sich durch eine charakteristische Farbpalette aus, die von gelblich-braun bis dunkelbraun reicht, oft mit einem rötlichen Schimmer. Die Maserung ist häufig markant und wellenförmig, gelegentlich mit unregelmäßigen Streifen. Splint- und Kernholz sind meist deutlich voneinander abgegrenzt, wobei das Kernholz härter und widerstandsfähiger ist. Es handelt sich um ein mittelschweres bis schweres Holz, das eine gute Elastizität und Zähigkeit aufweist. Die Bearbeitbarkeit ist insgesamt gut, sowohl von Hand als auch maschinell.",D39191,,,,,,,
DAA3F9,zerstreutporiges Laubholz@de,,"Laubholz, bei dem die Gefäße/Tracheen gleichmäßig und ohne klare Anordnung über einen gesamten Jahrring verteilt im Holz vorkommen. Anders als bei ringporigen Hölzern, bei denen große Gefäße im Frühholz und kleinere im Spätholz auftreten, gibt es bei zerstreutporigen Hölzern keinen großen Unterschied in der Größe oder Verteilung der Gefäße zwischen Früh- und Spätholz.",B7DD6B,,,,,,,
CAD229,Ahornholz@de|maple@en,Acer campestre@de,"Holz des Ahornbaumes. Ahornholz ist ein schweres, hartes Holz, das eine helle, weiß bis gelbliche, im frisch geschlagenen Zustand auch rötliche Färbung sowie eine feine, gleichmäßige Maserung aufweist. Es zeigt eine glatte und feinporige Textur, hohe Elastizität und Biegefestigkeit sowie gute Bearbeitbarkeit mit verschiedenen Werkzeugen.",DAA3F9,,"Rudi Wagenführ, HOLZatlas (München 2000), S.52/53.","https://cameo.mfa.org/wiki/Maple|http://vocab.getty.edu/aat/300012236",,,,
BGG879,Birkenholz@de|birch@en,Betula species@de,"Holz aus der Birke. Birkenholz ist ein gelblichweißes, rötlichweißes bis hellbräunliches, mittelschweres Holz mit einer feinen Maserung. Es zeigt eine gute Elatizität und Zähigkeit und lässt sich gut manuell und maschinell mit verschiedenen Werkzeugen bearbeiten.",DAA3F9,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 95/96.","https://cameo.mfa.org/wiki/Birch|http://vocab.getty.edu/aat/300011973",,,,
B93452,Buchenholz@de,Fagus sylvatica@de,,DAA3F9,,,,,,,
FA1B26,Buchsbaumholz@de,Buxus sempervirens@de,"Holz des immergrünen Buxbaumes mit charakteristisch gelblich- weißer bis hellbrauner Färbung. Aufgrund der außergewöhnlichen Härte, hohen Dichte sowie feinen, homogenen Textur mit glatter Oberfläche traditionell unter  anderem verwendet für technische und wissenschaftliche Geräte, Maschinen- und Musikinstrumente sowie Drechslerarbeiten.",DAA3F9,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 415.",,,,,
F1BD88,Erlenholz@de|alder@en,Alnus glutinosa@de,"Holz der Erlen. Das leichte bis mittelschwere Holz zeigt direkt nach dem Fällen eine rötlich- orange Färbung, die durch die Oxidation mit Luftsauerstoff allmählich rötlichweiß bis rötlichbraun nachdunkelt. Die Maserung ist fein und schlicht und das Holz von geringer Härte, wodurch es mit allen Werkzeugen gut bearbeitbar ist.",DAA3F9,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 163/164","https://cameo.mfa.org/wiki/Alder|http://vocab.getty.edu/aat/300011918",,https://www.wsl.ch/land/products/dendro/species.php?code=ALGL|https://www.wsl.ch/land/products/dendro/species.php?code=ALIN|https://www.wsl.ch/land/products/dendro/species.php?code=ALVI,,
GAG81G,Haselholz@de,Corylus avellana@de,,DAA3F9,,,,,,,
B44F39,Lindenholz@de,Tilia species@de,"Holz der Linde, mit einer hellen, weißlich, gelblichen bis rötlichen Färbung, mit unter auch leicht bräunlich oder grünlich gestreift oder gefleckt. Das weiche Holz lässt sich besonders gut schnitzen und drechseln und wird daher häufig für die Bildhauerei sowie für Schnitz- und Drechselarbeiten im Modellbau verwendet.",DAA3F9,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 243/244.",,,,,
ABBFB5,Obstholz@de,Prunus species@de,,DAA3F9,,,,,,,
B5C86F,Pappelholz@de,Populus species@de,"Holz der Pappel, mit weißlich, gelblich bis hell-grün-bräunlicher Färbung, in Marknähe auch rötlich. Pappelholz ist ein sehr leichtes und weiches Holz, das sich gut mit verschiedenen Werkzeugen bearbeiten lässt. Bei Pappelholz ist es dabei besonders wichtig scharf geschliffene Werkzeuge zu verwenden, da die Oberfläche durch Reaktionsholzbildung oft filzig und rauh erscheinen kann. Aufgrund seiner geringen Festigkeit und der mittelmäßigen Dauerhaftigkeit/Witterungsbeständigkeit wird Pappelholz vor allem als Funierholz für Sperrholzprodukte oder als Konstruktionsholz geringer bis mittlerer Belastung im Innenbereich verwendet.",DAA3F9,,"Rudi Wagenführ, HOLZatlas (München 2000), S. 325/326.",,,,,
GG1CG9,Weidenholz@de,Salix species@de,,DAA3F9,,,,,,,
G76A78,Kaustobiolith@de,,"Überbegriff für verfestigten Anreicherungen von organischen Kohlenstoffverbindungen (oder reinem Kohlenstoff) aus Überresten von Pflanzen und Tieren. Sie entstehen durch Umwandlung der organischen Materialien unter hohem Druck und Temperatur über geologische Zeiträume hinweg. Teilweise werden die Kaustobiolithe aufgrund ihrer Entstehungsart auch den sedimentären Gesteinen zugeordnet. Eine besondere Eigenschaft der Kaustobiolithe, die sie von den meisten ""klassischen"" Gesteinen unterscheidet, ist ihre Brennbarkeit.",CD3341,,"R. Dietrich/ B. Skinner, Die Gesteine und ihre Mineralien. Ein Einführungs- und Bestimmungsbuch2 (Thun 1995),S. 258/259.",,,,,
AAG733,Sapropelit@de,,"aus verfestigten Faulschlämmen bestehende Biomineralien. Ihre Entstehung erfolgt unter natürlichen Bedingungen in ehemals nährstoffreichen Gewässern und Sümpfen, wobei organisches Material bei Abwesenheit von Sauerstoff biochemisch umgewandelt wird.",G76A78,,https://www.mineralienatlas.de/lexikon/index.php/RockData?rockid=508,,,,,
A5B5B2,Gagat@de,Jet@de,"aus in Faulschlamm eingebetteten Hölzern entstandene besonders dichte und homogene Kohleart. Die Farbigkeit ist in der Regel von einem tiefen, samtigen schwarz, die Oberfläche glänzend und gut polierbar.",G76A78,,"R. Dietrich/ B. Skinner, Die Gesteine und ihre Mineralien. Ein Einführungs- und Bestimmungsbuch2 (Thun 1995), S. 262.",,,,,
D467F2,Pech@de,,"zähflüssiges bis festes, harzbasiertes Material von braun bis schwarzer Färbung, das durch Destillation von Holz oder fossilen Harzen gewonnen wird. Es wurde in der Antike häufig als Dichtmittel, Klebstoff oder Beschichtungsmaterial verwendet, beispielsweise für Gefäße, Werkzeuge oder Schiffsplanken. Aufgrund seiner organischen Zusammensetzung liefert Pech wichtige Informationen über die damaligen Rohstoffquellen und Techniken, wobei seine Erhaltung und Analyse besondere konservatorische Maßnahmen erfordert.",G76A78,,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), S. 234.",,,,,
A4A374,Kohle@de,,,G76A78,,,,,,,
GB6DF3,silikatisches Material@de,mineralisches Materialien@de|Silikat@de,"Oberbegriff für eine Vielzahl von nichtmetallischen, anorganischen Werkstoffen, die aus Silikaten bestehen oder aus diesen gewonnen werden.",B51DAF,,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), S. 136, 218 - 222.",https://www.wikidata.org/wiki/Q7130787,,,,
A11ACA,Keramik@de|ceramic@en,,"anorganischer, nicht-metallischer, durch das Brennen von Ton hergestelltes Material. Ton stellt einen weit verbreiteten Werkstoff da, der im feuchten Zustand gut plastisch formbar ist und sich beim Brennen zur mehr oder weniger festen Keramik umwandelt. Ton besteht aus verschiedenen Tonmineralen (z.B. Kaolinit, Montmorillonit und Illit), Zuschlagstoffen - sog. Magerungsmitteln - wie Sand, Kalk, Ziegelmehl, Stroh, Häcksel, Tierhaare, Knochenasche oder Muscheln und Wasser. Objekte aus Keramik wurden bereits vor tausenden von Jahren von vielen Kulturen für verschiedenste Verwendungszwecke angefertigt.",GB6DF3,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), S. 222.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 8/9.","http://vocab.getty.edu/aat/300235507|http://www.wikidata.org/entity/Q45621|https://cameo.mfa.org/wiki/Ceramic",,,,
FC776B,Grobkeramik@de,,"keramische Erzeugnisse mit einer grobkörnigen, oft porösen Scherbenstruktur, die durch die Verwendung von Ton mit sichtbaren Mineral- oder Magerungsbestandteilen entsteht.",A11ACA,,"Sven Frotscher, Dtv-Atlas Keramik und Porzellan. Dtv 3258. München: Deutscher Taschenbuch Verlag, 2003, S. 10/11.",,,,,
